coin,timestamp,price,volume_24h,price_change_24h,high_24h,low_24h,spread,volatility_7d,momentum_3d,momentum_7d,volume_trend_7d,price_vs_sma20,market_activity,price_volatility,liquidity_score,sentiment_numeric,whale_detected_numeric,whale_score
CPOOL,2025-08-11T07:53:35.599375,0.1768,2529465.0226,-2.2448302554462014,0.18649,0.16931,0.0036199095022624527,0.022448302554462014,-0.011224151277231007,-0.006734490766338604,2.0,0.0,2529465.0226,0.022448302554462014,1.0,0.5,0,2.948703756033381
CQT,2025-08-11T07:53:35.599488,0.00191,1288464.29559715,0.0,0.00195,0.00186,0.015706806282722554,0.0,0.0,0.0,1.28846429559715,0.0,1288464.29559715,0.0,1.0,0.5,0,2.813792474951082
CRO,2025-08-11T07:53:35.599597,0.17319,2135693.28687,5.173984332300965,0.17358,0.14603,0.0039263236907443495,0.051739843323009654,0.025869921661504827,0.015521952996902896,2.0,0.0,2135693.28687,0.051739843323009654,1.0,0.5,0,2.9148604689388913
CRV,2025-08-11T07:53:35.599802,1.017,1477398.67456631,4.31839162991076,1.0284,0.9433,0.001,0.0431839162991076,0.0215919581495538,0.01295517488973228,1.47739867456631,0.0,1477398.67456631,0.0431839162991076,1.0,0.5,0,2.8411588247604307
CSM,2025-08-11T07:53:35.599931,0.004197,45631.013839,-0.0238208670795616,0.004617,0.004017,0.1212771026923993,0.000238208670795616,-0.000119104335397808,-7.14626012386848e-05,0.1,0.0,45631.013839,0.000238208670795616,1.0,0.5,0,2.145672961409588
CTSI,2025-08-11T07:53:35.600054,0.0729,80325.32846955,3.6984352773826457,0.0729,0.0703,0.0027434842249657847,0.03698435277382646,0.01849217638691323,0.011095305832147937,0.1,0.0,80325.32846955,0.03698435277382646,1.0,0.5,0,2.258770544505656
CVC,2025-08-11T07:53:35.600204,0.0982,16981.9419675,0.0,0.0992,0.0972,0.00814663951120158,0.0,0.0,0.0,0.1,0.0,16981.9419675,0.0,0.9739964705605366,0.5,0,1.9479929411210732
CVX,2025-08-11T07:53:35.600322,4.682,92511.47423566,4.742729306487695,4.73,4.389,0.001,0.04742729306487695,0.023713646532438477,0.014228187919463085,0.1,0.0,92511.47423566,0.04742729306487695,1.0,0.5,0,2.2870197542019826
CXT,2025-08-11T07:53:35.600429,0.03011,856047.80102,0.0664672648720505,0.033,0.02915,0.0023248090335436936,0.000664672648720505,0.0003323363243602525,0.00019940179461615148,0.85604780102,0.0,856047.80102,0.000664672648720505,1.0,0.5,0,2.7320165328072448
CYBER,2025-08-11T07:53:35.600556,1.92,4263.62579,-2.5380710659898478,2.091,1.782,0.004687499999999947,0.025380710659898477,-0.012690355329949238,-0.0076142131979695426,0.1,0.0,4263.62579,0.025380710659898477,0.8358109716334337,0.5,0,1.6716219432668673
DAI,2025-08-11T07:53:35.600664,0.99981,74431.59295764,0.0040009202116486,1.00055,0.99954,0.001,4.0009202116486006e-05,2.0004601058243003e-05,1.2002760634945801e-05,0.1,0.0,74431.59295764,4.0009202116486006e-05,1.0,0.5,0,2.2435298404561865
DASH,2025-08-11T07:53:35.600790,23.209,3145.46442282,0.493613336219961,23.73,22.576,0.0015942091430048272,0.00493613336219961,0.002468066681099805,0.0014808400086598831,0.1,0.0,3145.46442282,0.00493613336219961,0.8054034695996979,0.5,0,1.6108069391993958
DBR,2025-08-11T07:53:35.600909,0.02534,853539.85989,1.3194722111155537,0.02595,0.0249,0.001,0.013194722111155537,0.0065973610555777685,0.003958416633346661,0.8535398598899999,0.0,853539.85989,0.013194722111155537,1.0,0.5,0,2.731429738680815
DEEP,2025-08-11T07:53:35.601047,0.15909,161453.50074,0.3912412443995708,0.16319,0.1547,0.0025143000817148247,0.003912412443995708,0.001956206221997854,0.0011737237331987122,0.16145350073999998,0.0,161453.50074,0.003912412443995708,1.0,0.5,0,2.398395730557529
DEGEN,2025-08-11T07:53:35.601181,0.003958,4314992.90009,-0.5027652086475615,0.004085,0.003879,0.0012632642748862549,0.0050276520864756145,-0.0025138260432378073,-0.0015082956259426844,2.0,0.0,4314992.90009,0.0050276520864756145,1.0,0.5,0,3.055521293769258
DENT,2025-08-11T07:53:35.601306,0.0008322,88117496.08262667,-0.0480422772039394,0.00086,0.0008126,0.004446046623407878,0.000480422772039394,-0.000240211386019697,-0.00014412683161181818,2.0,0.0,88117496.08262667,0.000480422772039394,1.0,0.5,1,3.658836335196842
DMC,2025-08-11T07:53:35.601469,0.00513,8989735.70435,-0.9652509652509652,0.00543,0.00503,0.0019493177387913435,0.009652509652509652,-0.004826254826254826,-0.0028957528957528956,2.0,0.0,8989735.70435,0.009652509652509652,1.0,0.5,0,3.2023188236809794
DOGS,2025-08-11T07:53:35.601615,0.0001498,40688104.86447,-0.991407799074686,0.0001552,0.0001447,0.008010680907877182,0.00991407799074686,-0.00495703899537343,-0.0029742233972240577,2.0,0.0,40688104.86447,0.00991407799074686,1.0,0.5,1,3.5042892737000826
DOG,2025-08-11T07:53:35.601737,0.00365,297610011.84819,1.9553072625698324,0.0038,0.00342,0.008219178082191803,0.019553072625698324,0.009776536312849162,0.005865921787709497,2.0,0.0,297610011.84819,0.019553072625698324,1.0,0.5,1,3.9022589011360878
DOLO,2025-08-11T07:53:35.601863,0.26808,522961.8834,-7.200221545278316,0.29499,0.24716,0.0062294837361981685,0.07200221545278315,-0.036001107726391576,-0.021600664635834946,0.5229618833999999,0.0,522961.8834,0.07200221545278315,1.0,0.5,0,2.6334531543772437
DOT,2025-08-11T07:53:35.601975,4.0486,394335.14468063,0.0667342247707555,4.1552,3.9683,0.001,0.000667342247707555,0.0003336711238537775,0.0002002026743122665,0.39433514468063,0.0,394335.14468063,0.000667342247707555,1.0,0.5,0,2.576991796726923
DRIFT,2025-08-11T07:53:35.602082,0.5763,63314.99435,1.0698000701508241,0.5818,0.5537,0.0013881658858233956,0.010698000701508241,0.005349000350754121,0.003209400210452472,0.1,0.0,63314.99435,0.010698000701508241,1.0,0.5,0,2.2111786503141353
DRV,2025-08-11T07:53:35.602215,0.07596,86604.83117,0.1978630787495053,0.07695,0.07465,0.002106371774618317,0.001978630787495053,0.0009893153937475265,0.0005935892362485159,0.1,0.0,86604.83117,0.001978630787495053,1.0,0.5,0,2.2738244853620437
DUCK,2025-08-11T07:53:35.602340,0.005368,1858103.47344,-0.4635638791025403,0.005393,0.005195,0.023286140089418796,0.004635638791025403,-0.0023178193955127016,-0.0013906916373076208,1.8581034734400002,0.0,1858103.47344,0.004635638791025403,1.0,0.5,0,2.887013485150505
DYDX,2025-08-11T07:53:35.602468,0.648,393193.73035223,-1.399878271454656,0.6742,0.6384,0.001,0.01399878271454656,-0.00699939135727328,-0.004199634814363968,0.39319373035223004,0.0,393193.73035223,0.01399878271454656,1.0,0.5,0,2.5764120530425445
DYM,2025-08-11T07:53:35.602578,0.2715,67946.9984,0.6300963676797627,0.2801,0.2573,0.0014732965009208523,0.006300963676797627,0.0031504818383988136,0.0018902891030392881,0.1,0.0,67946.9984,0.006300963676797627,1.0,0.5,0,2.2252995924383567
EDGE,2025-08-11T07:53:35.602696,0.30255,505435.58285,-5.712415856394914,0.34,0.26333,0.0014543050735415502,0.05712415856394914,-0.02856207928197457,-0.017137247569184742,0.50543558285,0.0,505435.58285,0.05712415856394914,1.0,0.5,0,2.626635571053989
EGLD,2025-08-11T07:53:35.602837,15.97,2910.00192194,-0.062578222778473,16.43,15.61,0.001,0.00062578222778473,-0.000312891113892365,-0.000187734668335419,0.1,0.0,2910.00192194,0.00062578222778473,0.7976252603979002,0.5,0,1.5952505207958003
EIGEN,2025-08-11T07:53:35.602948,1.423,129015.00096,0.4943502824858757,1.467,1.354,0.001,0.004943502824858757,0.0024717514124293783,0.001483050847457627,0.12901500096000001,0.0,129015.00096,0.004943502824858757,1.0,0.5,0,2.353538342820258
ELX,2025-08-11T07:53:35.603172,0.1832,157736.41533,0.2188183807439824,0.1915,0.1794,0.00382096069868999,0.002188183807439824,0.001094091903719912,0.0006564551422319472,0.15773641533,0.0,157736.41533,0.002188183807439824,1.0,0.5,0,2.3937374002366294
ENA,2025-08-11T07:53:35.603286,0.831,22459090.31484,4.16144397092003,0.8515,0.7152,0.001,0.0416144397092003,0.02080721985460015,0.01248433191276009,2.0,0.0,22459090.31484,0.0416144397092003,1.0,0.5,1,3.385441209704761
ENJ,2025-08-11T07:53:35.603441,0.0743,171110.15847365,0.4054054054054054,0.076,0.0725,0.0013458950201884637,0.004054054054054053,0.0020270270270270267,0.001216216216216216,0.17111015847365,0.0,171110.15847365,0.004054054054054053,1.0,0.5,0,2.4100137347695223
ENS,2025-08-11T07:53:35.603566,29.21,22083.2624149,-0.5786249149081008,30.31,22.1,0.001,0.005786249149081007,-0.0028931245745405037,-0.001735874744724302,0.1,0.0,22083.2624149,0.005786249149081007,1.0,0.5,0,2.0005241051826976
EPT,2025-08-11T07:53:35.603672,0.004828,137701.8013,2.288135593220339,0.005245,0.004307,0.001657000828500275,0.02288135593220339,0.011440677966101695,0.006864406779661017,0.13770180129999998,0.0,137701.8013,0.02288135593220339,1.0,0.5,0,2.3665706056020364
ES,2025-08-11T07:53:35.603783,0.2167,1226433.58849,3.783524904214559,0.2419,0.2064,0.001,0.037835249042145594,0.018917624521072797,0.011350574712643677,1.22643358849,0.0,1226433.58849,0.037835249042145594,1.0,0.5,0,2.8039243618823537
ESX,2025-08-11T07:53:35.603889,0.02214,3490285.16733,5.288187178999429,0.023165,0.020599,0.004065040650406495,0.05288187178999429,0.026440935894997145,0.015864561536998285,2.0,0.0,3490285.16733,0.05288187178999429,1.0,0.5,0,3.0130988574373436
ETC,2025-08-11T07:53:35.603997,22.99,13028.07117786,-0.6439344829076451,23.681,22.607,0.001,0.006439344829076451,-0.0032196724145382256,-0.0019318034487229353,0.1,0.0,13028.07117786,0.006439344829076451,0.9474938384221243,0.5,0,1.8949876768442486
ETHFI,2025-08-11T07:53:35.604123,1.2595,205364.11582,2.348447911587843,1.3281,1.1637,0.0016673283048828827,0.02348447911587843,0.011742239557939215,0.007045343734763529,0.20536411582,0.0,205364.11582,0.02348447911587843,1.0,0.5,0,2.4465089453414546
ETH,2025-08-11T07:53:35.604255,4280.0,65023.02618444,0.6675102666748204,4347.99,4161.83,0.001,0.006675102666748204,0.003337551333374102,0.002002530800024461,0.1,0.0,65023.02618444,0.006675102666748204,1.0,0.5,0,2.216502422837374
ETHW,2025-08-11T07:53:35.604365,1.732,3476.60663205,-0.1729106628242074,1.765,1.7,0.001732101616628241,0.0017291066282420738,-0.0008645533141210369,-0.0005187319884726221,0.1,0.0,3476.60663205,0.0017291066282420738,0.8154099586749484,0.5,0,1.6308199173498967
EUL,2025-08-11T07:53:35.604477,11.925,1892.70888694,-1.8922254216371863,12.208,11.925,0.006960167714884711,0.018922254216371864,-0.009461127108185932,-0.005676676264911559,0.1,0.0,1892.70888694,0.018922254216371864,0.754629255915535,0.5,0,1.50925851183107
EUROP,2025-08-11T07:53:35.604590,1.1695,15786.19161,0.4811409914941146,1.1718,1.1632,0.0023086789226166283,0.004811409914941146,0.002405704957470573,0.0014434229744823438,0.1,0.0,15786.19161,0.004811409914941146,0.9666954232659567,0.5,0,1.9333908465319134
EURQ,2025-08-11T07:53:35.604740,1.1661,2113.29967,0.6386467592992146,1.1843,1.1584,0.003430237543949922,0.006386467592992146,0.003193233796496073,0.0019159402778976436,0.1,0.0,2113.29967,0.006386467592992146,0.7656478911350784,0.5,0,1.5312957822701567
EURR,2025-08-11T07:53:35.604853,1.1636,8257.97785,0.0429885650416989,1.1663,1.1581,0.001,0.000429885650416989,0.0002149428252084945,0.0001289656951250967,0.1,0.0,8257.97785,0.000429885650416989,0.9019056111884369,0.5,0,1.8038112223768739
EUR,2025-08-11T07:53:35.604960,1.16582,18950791.66321841,-0.0222969264544456,1.17299,1.16508,0.001,0.000222969264544456,-0.000111484632272228,-6.68907793633368e-05,2.0,0.0,18950791.66321841,0.000222969264544456,1.0,0.5,1,3.3514712635622956
EWT,2025-08-11T07:53:35.605094,1.565,22639.40757478,1.3601036269430051,1.601,1.536,0.005750798722044805,0.013601036269430052,0.006800518134715026,0.004080310880829015,0.1,0.0,22639.40757478,0.013601036269430052,1.0,0.5,0,2.005498306914938
FARM,2025-08-11T07:53:35.605248,29.33,1787.77570321,-3.3926218708827403,35.73,28.56,0.025912035458574893,0.0339262187088274,-0.0169631093544137,-0.01017786561264822,0.1,0.0,1787.77570321,0.0339262187088274,0.7489286700137094,0.5,0,1.4978573400274189
FARTCOIN,2025-08-11T07:53:35.605355,1.0258,8483755.6123,-5.1502542764678685,1.1126,1.0162,0.001,0.05150254276467869,-0.025751271382339343,-0.015450762829403605,2.0,0.0,8483755.6123,0.05150254276467869,1.0,0.5,0,3.1907327812814983
FET,2025-08-11T07:53:35.605479,0.7277,955728.50061215,1.8617021276595744,0.7435,0.6938,0.001,0.018617021276595744,0.009308510638297872,0.005585106382978723,0.95572850061215,0.0,955728.50061215,0.018617021276595744,1.0,0.5,0,2.7540460405690808
FHE,2025-08-11T07:53:35.605598,0.06539,332142.86847,-9.607409455349737,0.07413,0.0635,0.001,0.09607409455349737,-0.048037047276748686,-0.02882222836604921,0.33214286846999996,0.0,332142.86847,0.09607409455349737,1.0,0.5,0,2.5426646985599115
FIDA,2025-08-11T07:53:35.605736,0.105,520846.87486725,0.0,0.1076,0.1003,0.001,0.0,0.0,0.0,0.52084687486725,0.0,520846.87486725,0.0,1.0,0.5,0,2.632642658255991
FIL,2025-08-11T07:53:35.605882,2.607,93744.38889236,-0.4961832061068702,2.681,2.536,0.001,0.004961832061068702,-0.002480916030534351,-0.0014885496183206107,0.1,0.0,93744.38889236,0.004961832061068702,1.0,0.5,0,2.289667551494974
FIS,2025-08-11T07:53:35.605993,0.1226,1583650.34405734,1.8272425249169435,0.1358,0.1204,0.001,0.018272425249169433,0.009136212624584717,0.00548172757475083,1.58365034405734,0.0,1583650.34405734,0.018272425249169433,1.0,0.5,0,2.8550487432107197
FLOKI,2025-08-11T07:53:35.606115,0.00011764,2794100045.105117,-0.5663088496323218,0.00012311,0.00011435,0.001,0.005663088496323218,-0.002831544248161609,-0.0016989265488969653,2.0,0.0,2794100045.105117,0.005663088496323218,1.0,0.5,1,4.350155180924451
FLOW,2025-08-11T07:53:35.606229,0.388,116292.77197096,-0.8179959100204498,0.3989,0.3777,0.0010309278350514328,0.008179959100204498,-0.004089979550102249,-0.0024539877300613494,0.11629277197096001,0.0,116292.77197096,0.008179959100204498,1.0,0.5,0,2.3327749571324676
FLR,2025-08-11T07:53:35.606432,0.02254,16558095.18681439,-1.1403508771929824,0.0229,0.02238,0.001,0.011403508771929825,-0.005701754385964913,-0.0034210526315789475,2.0,0.0,16558095.18681439,0.011403508771929825,1.0,0.5,1,3.3244771471496213
FLUX,2025-08-11T07:53:35.606583,0.2341,91803.87461,-0.1705756929637526,0.2406,0.2276,0.001,0.0017057569296375261,-0.0008528784648187631,-0.0005117270788912578,0.1,0.0,91803.87461,0.0017057569296375261,1.0,0.5,0,2.285484135105121
FLY,2025-08-11T07:53:35.606708,0.0864,2862.61062,1.6470588235294117,0.0864,0.0842,0.008101851851851923,0.016470588235294115,0.008235294117647058,0.004941176470588234,0.1,0.0,2862.61062,0.016470588235294115,0.7959838562133675,0.9,0,1.591967712426735
FORTH,2025-08-11T07:53:35.606822,2.729,14236.20705826,-0.7636363636363636,2.874,2.642,0.0018321729571271136,0.007636363636363636,-0.003818181818181818,-0.0022909090909090904,0.1,0.0,14236.20705826,0.007636363636363636,0.956361403218011,0.5,0,1.912722806436022
FWOG,2025-08-11T07:53:35.606958,0.05389,13296191.89286,2.9024250525109796,0.05763,0.04889,0.0025978845796994104,0.029024250525109797,0.014512125262554899,0.008707275157532939,2.0,0.0,13296191.89286,0.029024250525109797,1.0,0.5,1,3.2805976607115745
FXS,2025-08-11T07:53:35.607148,3.159,53789.1888056,1.936108422071636,3.293,3.03,0.002532446976891424,0.01936108422071636,0.00968054211035818,0.005808325266214907,0.1,0.0,53789.1888056,0.01936108422071636,1.0,0.5,0,2.1785692730622648
GAIA,2025-08-11T07:53:35.607328,0.075533,4007692.47046,6.456477618671778,0.0861,0.058381,0.001,0.06456477618671778,0.03228238809335889,0.019369432856015334,2.0,0.0,4007692.47046,0.06456477618671778,1.0,0.5,0,3.040745287879198
GALA,2025-08-11T07:53:35.607481,0.01757,13638141.85030534,-0.1704545454545454,0.01835,0.01713,0.001,0.0017045454545454538,-0.0008522727272727269,-0.0005113636363636361,2.0,0.0,13638141.85030534,0.0017045454545454538,1.0,0.5,1,3.285676209288001
GAL,2025-08-11T07:53:35.607632,0.7327,2527.28329367,3.6497382939595417,0.7788,0.7016,0.030025931486283634,0.03649738293959542,0.01824869146979771,0.010949214881878624,0.1,0.0,2527.28329367,0.03649738293959542,0.7835295811357692,0.5,0,1.5670591622715384
GARI,2025-08-11T07:53:35.607773,0.002052,9899869.75923428,0.0487567040468064,0.002097,0.001991,0.00633528265107212,0.00048756704046806396,0.00024378352023403198,0.00014627011214041918,2.0,0.0,9899869.75923428,0.00048756704046806396,1.0,0.5,0,3.221606452079361
GBP,2025-08-11T07:53:35.607910,1.3463,3318206.03871679,-0.0423203427205298,1.35889,1.34323,0.001,0.00042320342720529797,-0.00021160171360264899,-0.00012696102816158939,2.0,0.0,3318206.03871679,0.00042320342720529797,1.0,0.5,0,3.0029870292869267
GFI,2025-08-11T07:53:35.608044,0.663,59722.77913,1.3761467889908257,0.672,0.637,0.0030165912518853723,0.013761467889908256,0.006880733944954128,0.004128440366972476,0.1,0.0,59722.77913,0.013761467889908256,1.0,0.5,0,2.1994971060922857
GHIBLI,2025-08-11T07:53:35.608211,0.002318,19536260.72549,1.5775635407537247,0.002397,0.002126,0.007765314926661009,0.015775635407537247,0.007887817703768623,0.0047326906222611735,2.0,0.0,19536260.72549,0.015775635407537247,1.0,0.5,1,3.35755657446596
GHST,2025-08-11T07:53:35.608351,0.4805,33077.38716736,0.4389632107023411,0.4935,0.469,0.0024973985431841392,0.004389632107023411,0.0021948160535117055,0.0013168896321070233,0.1,0.0,33077.38716736,0.004389632107023411,1.0,0.5,0,2.0813270784855757
GIGA,2025-08-11T07:53:35.608489,0.016045,9229765.84121,-2.390801800705682,0.016798,0.015684,0.001,0.02390801800705682,-0.01195400900352841,-0.007172405402117046,2.0,0.0,9229765.84121,0.02390801800705682,1.0,0.5,0,3.2075888690371945
GLMR,2025-08-11T07:53:35.608623,0.0757,83136.66995454,0.2649006622516556,0.077,0.074,0.0026420079260238536,0.002649006622516556,0.001324503311258278,0.0007947019867549668,0.1,0.0,83136.66995454,0.002649006622516556,1.0,0.5,0,2.265650637369815
GMT,2025-08-11T07:53:35.608762,0.04787,138065.49678416,-1.2174989682212134,0.04904,0.04658,0.001,0.012174989682212135,-0.006087494841106067,-0.0036524969046636403,0.13806549678416,0.0,138065.49678416,0.012174989682212135,1.0,0.5,0,2.3670981417673023
GMX,2025-08-11T07:53:35.608894,17.5,6656.48060487,-3.314917127071823,19.19,17.4,0.001,0.03314917127071823,-0.016574585635359115,-0.009944751381215469,0.1,0.0,6656.48060487,0.03314917127071823,0.8803496404408591,0.5,0,1.7606992808817181
GNO,2025-08-11T07:53:35.609031,135.88,130.35331351,0.1547873516621213,137.35,133.92,0.001,0.001547873516621213,0.0007739367583106065,0.0004643620549863639,0.1,0.0,130.35331351,0.001547873516621213,0.4877890742383596,0.5,0,0.9755781484767192
GOAT,2025-08-11T07:53:35.609167,0.10634,3024536.78534,-1.2810991459339027,0.11074,0.0985,0.001,0.012810991459339028,-0.006405495729669514,-0.003843297437801708,2.0,0.0,3024536.78534,0.012810991459339028,1.0,0.5,0,2.984453767907506
GOMINING,2025-08-11T07:53:35.609304,0.5389,35476.95822,-0.2037037037037037,0.5444,0.5215,0.005195769159398821,0.002037037037037037,-0.0010185185185185184,-0.000611111111111111,0.1,0.0,35476.95822,0.002037037037037037,1.0,0.5,0,2.0953333774833967
GRASS,2025-08-11T07:53:35.609475,0.8171,66851.73323,-1.1133970712816168,0.8585,0.785,0.0023252967812997342,0.011133970712816167,-0.005566985356408084,-0.00334019121384485,0.1,0.0,66851.73323,0.011133970712816167,1.0,0.5,0,2.2220494935415482
GRIFFAIN,2025-08-11T07:53:35.609620,0.05014,17468119.76917,-6.140022463496818,0.05645,0.03977,0.001,0.06140022463496818,-0.03070011231748409,-0.018420067390490454,2.0,0.0,17468119.76917,0.06140022463496818,1.0,0.5,1,3.335177621460276
GRT,2025-08-11T07:53:35.609768,0.09949,2332997.2737536,0.4138070246265643,0.10229,0.09621,0.001,0.004138070246265643,0.0020690351231328215,0.0012414210738796929,2.0,0.0,2332997.2737536,0.004138070246265643,1.0,0.5,0,2.9325329622155407
GST,2025-08-11T07:53:35.609908,0.00613,2169164.83090053,0.0,0.00654,0.00602,0.009787928221859732,0.0,0.0,0.0,2.0,0.0,2169164.83090053,0.0,1.0,0.5,0,2.917970648377805
GTC,2025-08-11T07:53:35.610088,0.3047,13170.50724769,-1.9626769626769627,0.3108,0.2951,0.0036101083032490638,0.019626769626769628,-0.009813384813384814,-0.005888030888030888,0.1,0.0,13170.50724769,0.019626769626769628,0.9485811233723485,0.5,0,1.897162246744697
GUN,2025-08-11T07:53:35.610353,0.03186,1252787.08134,1.3036565977742447,0.03274,0.03057,0.001,0.013036565977742448,0.006518282988871224,0.003910969793322734,1.25278708134,0.0,1252787.08134,0.013036565977742448,1.0,0.5,0,2.808176418111185
G,2025-08-11T07:53:35.610478,0.01288,83233.72417,1.6574585635359116,0.01289,0.01252,0.0015527950310558372,0.016574585635359115,0.008287292817679558,0.004972375690607734,0.1,0.0,83233.72417,0.016574585635359115,1.0,0.5,0,2.2658839795104506
HBAR,2025-08-11T07:53:35.610590,0.26194,5690342.88563,0.9986504723346828,0.2697,0.25452,0.001,0.009986504723346829,0.004993252361673414,0.0029959514170040486,2.0,0.0,5690342.88563,0.009986504723346829,1.0,0.5,0,3.110856248223622
HDX,2025-08-11T07:53:35.610700,0.0089,1712008.91096,4.215456674473068,0.0092,0.00854,0.04157303370786503,0.042154566744730684,0.021077283372365342,0.012646370023419205,1.71200891096,0.0,1712008.91096,0.042154566744730684,1.0,0.5,0,2.8706357249558434
HFT,2025-08-11T07:53:35.610832,0.1004,2503581.72084823,-5.014191106906338,0.1113,0.1004,0.001,0.050141911069063384,-0.025070955534531692,-0.015042573320719014,2.0,0.0,2503581.72084823,0.050141911069063384,1.0,0.5,0,2.9466466704573278
HIPPO,2025-08-11T07:53:35.610943,0.00233,5227659.95514,6.684981684981685,0.002411,0.00204,0.014592274678111663,0.06684981684981685,0.033424908424908424,0.020054945054945053,2.0,0.0,5227659.95514,0.06684981684981685,1.0,0.5,0,3.0938948999780616
HMSTR,2025-08-11T07:53:35.611051,0.000799,2255810.37493,0.7566204287515762,0.000802,0.000771,0.006257822277847326,0.007566204287515762,0.003783102143757881,0.0022698612862547284,2.0,0.0,2255810.37493,0.007566204287515762,1.0,0.5,0,2.9258040555402345
HNT,2025-08-11T07:53:35.611183,3.0558,41641.34503,-0.0196309383588535,3.1402,2.9544,0.0017016820472543594,0.000196309383588535,-9.81546917942675e-05,-5.88928150765605e-05,0.1,0.0,41641.34503,0.000196309383588535,1.0,0.5,0,2.127374567581181
HONEY,2025-08-11T07:53:35.611301,0.02072,930095.99029,1.4691478942213516,0.02079,0.02,0.001447876447876389,0.014691478942213516,0.007345739471106758,0.004407443682664055,0.93009599029,0.0,930095.99029,0.014691478942213516,1.0,0.5,0,2.7486088300651916
HOUSE,2025-08-11T07:53:35.611424,0.0254,8615366.49795,0.7137192704203013,0.03007,0.02444,0.004330708661417283,0.007137192704203012,0.003568596352101506,0.002141157811260904,2.0,0.0,8615366.49795,0.007137192704203012,1.0,0.5,0,3.193811616990154
HPOS10I,2025-08-11T07:53:35.611571,0.1064,2602248.62409,1.5267175572519083,0.1113,0.0989,0.0018796992481202243,0.015267175572519083,0.007633587786259542,0.0045801526717557245,2.0,0.0,2602248.62409,0.015267175572519083,1.0,0.5,0,2.954377373784389
ICNT,2025-08-11T07:53:35.611710,0.2936,55897.88038,-4.052287581699346,0.3154,0.282,0.003405994550408722,0.04052287581699346,-0.02026143790849673,-0.012156862745098038,0.1,0.0,55897.88038,0.04052287581699346,1.0,0.5,0,2.186259925992457
ICP,2025-08-11T07:53:35.611837,5.634,117884.35122138,0.16,5.751,5.508,0.001,0.0016,0.0008,0.00048,0.11788435122138,0.0,117884.35122138,0.0016,1.0,0.5,0,2.3354935662639855
ICX,2025-08-11T07:53:35.611972,0.1345,153782.91455458,-0.5177514792899408,0.1377,0.1331,0.0014869888475836856,0.005177514792899408,-0.002588757396449704,-0.0015532544378698222,0.15378291455457999,0.0,153782.91455458,0.005177514792899408,1.0,0.5,0,2.388660748762568
IDEX,2025-08-11T07:53:35.612098,0.02691,1053413.27461503,0.3355704697986577,0.02786,0.02664,0.0014864362690449042,0.0033557046979865767,0.0016778523489932883,0.001006711409395973,1.05341327461503,0.0,1053413.27461503,0.0033557046979865767,1.0,0.5,0,2.773509427386333
IMX,2025-08-11T07:53:35.612249,0.5848,239485.20330834,-2.158273381294964,0.6093,0.5744,0.001,0.021582733812949638,-0.010791366906474819,-0.006474820143884891,0.23948520330834,0.0,239485.20330834,0.021582733812949638,1.0,0.5,0,2.477250217589116
INIT,2025-08-11T07:53:35.612381,0.4433,151805.37054,-0.4491354143274197,0.4623,0.4294,0.0011279043537108062,0.0044913541432741975,-0.0022456770716370988,-0.0013474062429822593,0.15180537054,0.0,151805.37054,0.0044913541432741975,1.0,0.5,0,2.3860722219459514
INJ,2025-08-11T07:53:35.612511,14.44,43795.7619128,0.3614122880177926,14.99,13.873,0.001,0.003614122880177926,0.001807061440088963,0.0010842368640533778,0.1,0.0,43795.7619128,0.003614122880177926,1.0,0.5,0,2.1374630329400306
INTR,2025-08-11T07:53:35.612644,0.002534,90175.8177,9.7444781290602,0.002561,0.002301,0.1290449881610103,0.097444781290602,0.048722390645301,0.029233434387180596,0.1,0.0,90175.8177,0.097444781290602,1.0,0.5,0,2.281905532608033
IP,2025-08-11T07:53:35.612771,6.7228,19845.2629,-2.3629366059109724,7.121,6.5584,0.001948592848218087,0.023629366059109723,-0.011814683029554861,-0.007088809817732917,0.1,0.0,19845.2629,0.023629366059109723,0.9895771001388362,0.5,0,1.9791542002776723
JAILSTOOL,2025-08-11T07:53:35.612905,0.00356,8747298.52758,4.460093896713615,0.003599,0.003384,0.03483146067415742,0.04460093896713615,0.022300469483568074,0.013380281690140845,2.0,0.0,8747298.52758,0.04460093896713615,1.0,0.5,0,3.1968511170559486
JASMY,2025-08-11T07:53:35.613040,0.01665,19822566.50782917,1.0928961748633879,0.0171,0.01591,0.001,0.010928961748633878,0.005464480874316939,0.0032786885245901635,2.0,0.0,19822566.50782917,0.010928961748633878,1.0,0.5,1,3.360466323947839
JITOSOL,2025-08-11T07:53:35.613172,224.39,0.6167,0.8358423583337078,224.39,221.85,0.0011141316457952673,0.008358423583337079,0.004179211791668539,0.0025075270750011236,0.1,0.0,0.6167,0.008358423583337079,0.1,0.5,0,0.09607740692508474
JOE,2025-08-11T07:53:35.613283,0.1717,22219.47846,1.5976331360946745,0.1717,0.1641,0.008153756552125873,0.015976331360946745,0.007988165680473372,0.0047928994082840235,0.1,0.0,22219.47846,0.015976331360946745,1.0,0.5,0,2.001753919163016
JST,2025-08-11T07:53:35.613390,0.03418,42748.6129,0.4703115814226925,0.03475,0.03345,0.012287887653598704,0.004703115814226925,0.0023515579071134627,0.0014109347442680775,0.1,0.0,42748.6129,0.004703115814226925,1.0,0.5,0,2.1326230838706297
